"","t","time","open","high","low","close","adjusted_close","volume","dividend_amount","split_coefficient","vix.open","vix.high","vix.low","vix.close","sma","ema","macd","macd_hist","macd_signal","slowd","slowk","rsi","adx","cci","aroon_down","aroon_up","real_lower_band","real_middle_band","real_upper_band","chaikin_a_d","obv"
"1493",1493,2016-08-26,222.14,222.855,218.82,219.99,219.99,2238992,0,1,13.54,14.93,12.13,13.65,221.0477,222.8954,-0.582,-0.9078,0.3259,14.6088,6.98,49.5458,9.0161,-4.7844,28.3333,6.6667,203.006,221.0477,239.0893,55318832.1299,278971071
"1494",1494,2016-08-29,220.15,220.4,215,215.2,215.2,3266334,0,1,14.09,14.43,12.9,12.94,220.9845,222.6431,-1.1948,-1.2166,0.0217,9.6614,5.3477,48.3706,8.724,-41.0904,26.6667,5,202.888,220.9845,239.081,52294448.7966,275704737
"1495",1495,2016-08-30,216.11,216.11,210.52,211.34,211.34,3168862,0,1,12.94,13.6,12.7,13.12,220.8288,222.2725,-1.9693,-1.5928,-0.3765,6.1662,6.1709,47.4483,8.6339,-80.4555,25,3.3333,202.5646,220.8288,239.093,50055270.818,272535875
"1496",1496,2016-08-31,210.43,212.6,208.65,212.01,212.01,3276548,0,1,13.14,14.34,12.97,13.42,220.49,221.936,-2.5002,-1.699,-0.8012,7.0164,9.5305,47.6245,8.6232,-91.591,23.3333,1.6667,202.3386,220.49,238.6414,52353001.9471,275812423
"1497",1497,2016-09-01,209.01,211.0999,200.5,200.77,200.77,7943138,0,1,13.07,14.61,12.99,13.48,219.9108,221.2421,-3.7843,-2.3864,-1.3978,8.3801,9.4389,45.0465,8.9155,-149.8092,21.6667,0,201.499,219.9108,238.3227,44814518.191,267869285
"1498",1498,2016-09-02,202.33,203.2,196.2,197.78,197.78,5977413,0,1,13.47,13.9,11.9,11.98,219.3845,220.4728,-4.9857,-2.8703,-2.1154,9.647,9.9716,44.3964,9.3392,-183.924,20,60,200.2903,219.3845,238.4787,41535480.2025,261891872
"1499",1499,2016-09-06,199.02,203.25,199,202.83,202.83,4390572,0,1,12.42,12.93,11.85,12.02,219.1185,219.8944,-5.4673,-2.6816,-2.7858,11.0298,13.6789,45.7414,9.7463,-150.1666,18.3333,58.3333,199.5596,219.1185,238.6774,45058268.5601,266282444
"1500",1500,2016-09-07,205.5,206.4968,200.71,201.71,201.71,3640923,0,1,11.89,12.45,11.77,11.94,218.8492,219.2982,-5.8717,-2.4688,-3.403,16.042,24.4754,45.4932,9.9787,-131.3181,16.6667,56.6667,198.7903,218.8492,238.9081,42675700.0911,262641521
"1501",1501,2016-09-08,199.55,199.89,196.36,197.36,197.36,3377946,0,1,11.74,12.6,11.65,12.51,218.5558,218.5789,-6.4686,-2.4525,-4.0161,21.0162,24.8942,44.5386,10.3483,-163.0947,15,55,197.7762,218.5558,239.3355,41211604.516,259263575
"1502",1502,2016-09-09,199.09,199.92,193.7,194.47,194.47,3756992,0,1,12.52,17.54,12.52,17.5,218.1687,217.7884,-7.0931,-2.4616,-4.6315,21.7232,15.8,43.9161,10.7898,-165.7311,13.3333,53.3333,196.4933,218.1687,239.844,38384800.246,255506583
"1503",1503,2016-09-12,195,201.369,194.1,198.3,198.3,3715161,0,1,20.13,20.51,14.76,15.16,217.8415,217.1495,-7.1961,-2.0516,-5.1444,19.0924,16.583,44.9531,11.1436,-143.1444,11.6667,51.6667,195.5771,217.8415,240.1059,38962850.4717,259221744
"1504",1504,2016-09-13,197.06,198.49,193.45,196.05,196.05,3589379,0,1,15.98,18.97,15.83,17.85,217.5178,216.4577,-7.3742,-1.7838,-5.5904,17.6712,20.6306,44.4619,11.507,-147.7394,10,50,194.5707,217.5178,240.4649,39076799.0114,255632365
"1505",1505,2016-09-14,195.75,197.9248,194.8562,196.41,196.41,2259231,0,1,17.63,18.14,16.34,18.14,217.1297,215.8004,-7.401,-1.4485,-5.9525,22.766,31.0844,44.5605,11.8583,-136.8468,8.3333,48.3333,193.5638,217.1297,240.6956,39105512.4341,257891596
"1506",1506,2016-09-15,196.49,202.5193,196.4,200.42,200.42,3085115,0,1,17.97,18.07,15.74,16.3,216.8098,215.2961,-7.0177,-0.8522,-6.1655,32.1449,44.7198,45.653,11.9617,-109.0104,6.6667,46.6667,192.8694,216.8098,240.7503,40073855.2806,260976711
"1507",1507,2016-09-16,200.42,205.7,199,205.4,205.4,3107808,0,1,16.41,17.1,15.28,15.37,216.9555,214.9716,-6.2402,-0.0598,-6.1805,48.7994,70.5941,46.9727,11.9086,-87.1333,5,45,193.404,216.9555,240.507,42903352.1164,264084519
"1508",1508,2016-09-19,207,209.43,205,206.34,206.34,2299498,0,1,15.14,15.96,14.6,15.53,217.1212,214.6886,-5.485,0.5564,-6.0414,66.7787,85.0223,47.2188,11.6875,-66.9173,3.3333,43.3333,194.0147,217.1212,240.2276,41994972.5453,266384017
"1509",1509,2016-09-20,206.85,207.75,203.91,204.64,204.64,2410488,0,1,14.98,16.09,14.69,15.92,217.3127,214.3592,-4.9664,0.86,-5.8264,79.1329,81.7824,46.8192,11.5171,-80.1245,1.6667,41.6667,194.8218,217.3127,239.8035,40500972.1703,263973529
"1510",1510,2016-09-21,206.37,207,201.56,205.22,205.22,2633503,0,1,15.07,15.65,12.98,13.3,217.4238,214.0595,-4.4572,1.0953,-5.5525,79.5445,71.8287,46.9749,11.4453,-88.5442,0,40,195.2412,217.4238,239.6064,41411079.8247,266607032
"1511",1511,2016-09-22,206.4,207.28,203,206.43,206.43,2382902,0,1,13.39,13.39,11.76,12.02,217.5012,213.8094,-3.9109,1.3133,-5.2242,74.0992,68.6865,47.3021,11.3625,-82.8852,88.3333,38.3333,195.5055,217.5012,239.4968,42847502.0584,268989934
"1512",1512,2016-09-23,205.99,210.18,205.67,207.45,207.45,2905229,0,1,12,12.58,11.93,12.29,217.4555,213.6009,-3.357,1.4938,-4.8508,69.8669,69.0854,47.5795,11.1454,-67.4799,86.6667,36.6667,195.3881,217.4555,239.5229,42235535.861,271895163
"1513",1513,2016-09-26,206.5,211,206.5,208.99,208.99,2394358,0,1,13.26,14.63,13.26,14.5,217.4007,213.4497,-2.762,1.6711,-4.433,70.1766,72.758,47.9997,10.8975,-59.4453,85,35,195.2658,217.4007,239.5355,42490934.0477,274289521
"1514",1514,2016-09-27,209.65,209.9818,204.6093,205.81,205.81,3373180,0,1,13.36,14.76,12.97,13.1,217.2225,213.1992,-2.5179,1.5321,-4.05,68.6209,64.0194,47.2051,10.7392,-71.6963,83.3333,33.3333,194.8903,217.2225,239.5547,40625498.0127,270916341
"1515",1515,2016-09-28,207.51,208.25,205.26,206.27,206.27,2088374,0,1,12.9,13.57,12.24,12.39,217.094,212.972,-2.2613,1.4309,-3.6923,63.8818,54.8679,47.3333,10.5862,-71.6781,81.6667,31.6667,194.6005,217.094,239.5875,39947998.7552,273004715
"1516",1516,2016-09-29,205.6,207.33,200.58,200.7,200.7,2727029,0,1,12.53,15.69,12.14,14.02,216.865,212.5697,-2.4789,0.9707,-3.4496,49.3011,29.0159,45.9586,10.6353,-93.7837,80,30,193.9916,216.865,239.7384,37317930.7863,270277686
"1517",1517,2016-09-30,202.21,204.98,199.55,204.03,204.03,2586273,0,1,14.91,15.2,12.53,13.29,216.6665,212.2897,-2.3554,0.8753,-3.2308,36.9783,27.0511,46.8963,10.7243,-90.1948,78.3333,28.3333,193.5589,216.6665,239.7741,38999246.383,272863959
"1518",1518,2016-10-03,212.3,215.6688,208.25,213.7,213.7,5999892,0,1,13.75,14.42,13.42,13.57,216.6152,212.3359,-1.4604,1.4162,-2.8767,32.9183,42.688,49.4848,10.421,-27.0975,76.6667,26.6667,193.4951,216.6152,239.7352,41814637.5555,278863851
"1519",1519,2016-10-04,213.1,213.32,208.82,211.41,211.41,3541481,0,1,13.4,14.57,12.92,13.63,216.3923,212.3056,-0.9253,1.5611,-2.4864,45.5231,66.8303,48.9107,10.1278,-34.3894,75,25,193.3337,216.3923,239.451,42349794.6844,275322370
"1520",1520,2016-10-05,212.24,213.15,208.12,208.46,208.46,1877534,0,1,13.56,13.68,12.7,12.99,216.1225,212.1795,-0.7308,1.4045,-2.1353,60.5774,72.2138,48.1783,9.8134,-40.8885,73.3333,23.3333,193.0778,216.1225,239.1672,40726082.3782,273444836
"1521",1521,2016-10-06,202.46,204.2099,200.21,201,201,4703402,0,1,13.11,13.84,12.8,12.84,215.7637,211.8129,-1.1652,0.7761,-1.9413,61.6649,45.9505,46.392,9.7874,-88.9228,71.6667,21.6667,192.4602,215.7637,239.0671,37880570.6154,268741434
"1522",1522,2016-10-07,201,201.32,195.8,196.61,196.61,3493018,0,1,13.52,14.15,12.21,13.48,215.3483,211.3145,-1.8425,0.0791,-1.9215,46.9825,22.7832,45.385,9.9224,-108.573,70,20,191.587,215.3483,239.1097,35412677.4633,265248416
"1523",1523,2016-10-10,201.35,204.14,199.66,200.95,200.95,3316297,0,1,14.19,14.36,13.29,13.38,215.0242,210.9747,-2.0059,-0.0675,-1.9384,27.6298,14.1558,46.5514,9.9248,-82.8131,68.3333,18.3333,191.0179,215.0242,239.0305,34006212.2177,268564713
"1524",1524,2016-10-11,201.85,202.2,198.31,200.1,200.1,2328422,0,1,13.71,16.47,13.69,15.36,214.5883,210.6181,-2.1788,-0.1924,-1.9865,18.7858,19.4185,46.3542,9.9764,-87.9383,66.6667,16.6667,190.4639,214.5883,238.7128,33820656.737,266236291
"1525",1525,2016-10-12,200.95,203.88,200.42,201.51,201.51,1970689,0,1,15.53,16.34,15.26,15.91,214.1925,210.3195,-2.177,-0.1525,-2.0246,24.7553,40.6917,46.7348,9.9493,-75.0156,65,15,190.0021,214.1925,238.3829,33091615.7197,268206980
"1526",1526,2016-10-13,200.5,200.895,197.05,200.24,200.24,2495413,0,1,16.88,17.95,16.14,16.69,213.7238,209.989,-2.2521,-0.182,-2.0701,36.2498,48.6391,46.4331,10.048,-87.4559,63.3333,13.3333,189.56,213.7238,237.8877,34736835.9941,265711567
"1527",1527,2016-10-14,200.66,201.43,196.3,196.51,196.51,4269850,0,1,16.49,16.5,15.25,16.12,213.324,209.5471,-2.5829,-0.4102,-2.1726,43.5338,41.2707,45.5546,10.1706,-92.2277,61.6667,11.6667,188.8302,213.324,237.8178,30816564.3566,261441717
"1528",1528,2016-10-17,197.05,198.39,192,193.96,193.96,4554080,0,1,17.01,17.11,16.13,16.21,212.8522,209.036,-3.016,-0.6747,-2.3413,38.016,24.1381,44.9631,10.4411,-108.0828,100,10,187.9781,212.8522,237.7262,29056223.5742,256887637
"1529",1529,2016-10-18,195.99,199.47,193.26,199.1,199.1,5680475,0,1,15.82,15.85,15.03,15.28,212.337,208.7103,-2.9109,-0.4557,-2.4552,30.5742,26.3137,46.3899,10.6491,-90.8745,98.3333,8.3333,187.6259,212.337,237.0481,34059798.1716,262568112
"1530",1530,2016-10-19,199.74,206.66,198.06,203.56,203.56,6991183,0,1,15.45,15.68,13.87,14.41,211.9045,208.5414,-2.4396,0.0125,-2.4521,34.0525,51.7056,47.5888,10.5186,-56.616,96.6667,6.6667,187.5044,211.9045,236.3046,36010825.9855,269559295
"1531",1531,2016-10-20,202.12,203,197.05,199.1,199.1,5072877,0,1,14.43,14.72,13.74,13.75,211.4147,208.2318,-2.3983,0.043,-2.4413,46.7897,62.3498,46.5306,10.4304,-73.0166,95,5,187.1867,211.4147,235.6427,34433544.9015,264486418
"1532",1532,2016-10-21,198.6,201.57,197.41,200.09,200.09,2943402,0,1,14.04,14.53,13.27,13.34,210.906,207.9649,-2.2597,0.1453,-2.405,58.2928,60.8231,46.7976,10.3452,-71.427,93.3333,3.3333,187.0324,210.906,234.7796,35282603.1707,267429820
"1533",1533,2016-10-24,201,203.9452,200.25,202.76,202.76,2751562,0,1,13.19,13.26,12.83,13.02,210.3722,207.7942,-1.9124,0.3941,-2.3065,60.4477,58.1703,47.5166,10.1554,-53.4243,91.6667,1.6667,187.2377,210.3722,233.5066,36269090.8676,270181382
"1534",1534,2016-10-25,202.9,204.69,201.2,202.34,202.34,2445014,0,1,12.91,13.86,12.73,13.46,209.911,207.6154,-1.6519,0.5236,-2.1756,59.7896,60.3755,47.4141,9.9384,-49.096,90,0,187.2628,209.911,232.5592,35421392.604,267736368
"1535",1535,2016-10-26,201,203.19,200.1,202.24,202.24,5632841,0,1,13.66,14.8,13.66,14.24,209.495,207.4392,-1.437,0.5908,-2.0279,61.0568,64.6248,47.3893,9.7751,-53.5174,88.3333,5,187.2184,209.495,231.7716,37590674.4131,262103527
"1536",1536,2016-10-27,211.34,213.7,201.65,204.01,204.01,13093744,0,1,14.37,15.43,13.6,15.36,209.132,207.3267,-1.1111,0.7334,-1.8445,59.8328,54.4981,47.8791,9.719,-20.7664,86.6667,3.3333,187.2226,209.132,231.0414,29625766.2372,275197271
"1537",1537,2016-10-28,204,205.32,199.83,199.97,199.97,4280141,0,1,15.67,17.35,14.65,16.19,208.6213,207.0855,-1.1654,0.5433,-1.7087,51.8695,36.4857,46.8664,9.5859,-52.4045,85,1.6667,187.3182,208.6213,229.9244,25563920.2244,270917130
"1538",1538,2016-10-31,202.49,202.49,195.81,197.73,197.73,4692273,0,1,16.31,17.63,16.25,17.06,208.083,206.7788,-1.3733,0.2683,-1.6416,36.1343,17.4191,46.3141,9.2893,-72.9566,83.3333,0,187.3462,208.083,228.8198,23569001.7633,266224857
"1539",1539,2016-11-01,198.04,198.5,188.105,190.79,190.79,7060036,0,1,16.54,20.43,16.51,18.56,207.4935,206.2546,-2.0741,-0.346,-1.7281,20.4385,7.4107,44.6559,9.2466,-117.7632,100,1.6667,186.8349,207.4935,228.1521,20156141.6479,259164821
"1540",1540,2016-11-02,190.05,192.6951,187.505,188.02,188.02,4253382,0,1,19.09,19.82,18.56,19.32,206.8092,205.6567,-2.8206,-0.874,-1.9466,10.8531,7.7295,44.0162,9.2265,-140.0215,100,0,186.3368,206.8092,227.2816,16746863.511,254911439
"1541",1541,2016-11-03,189,191.47,187.0401,187.42,187.42,2653023,0,1,19.85,22.57,18.84,22.08,206.172,205.0588,-3.4211,-1.1796,-2.2415,6.6617,4.8449,43.8778,9.2239,-144.5922,100,0,185.7051,206.172,226.6389,14548877.1654,252258416
"1542",1542,2016-11-04,189,193.46,185.96,190.56,190.56,5146043,0,1,21.86,23.01,19.2,22.51,205.5995,204.5834,-3.6022,-1.0885,-2.5136,7.7329,10.6242,44.8018,9.1347,-131.8108,100,3.3333,185.3406,205.5995,225.8584,15715313.5788,257404459
"1543",1543,2016-11-07,193.59,194.29,190.05,193.21,193.21,3870112,0,1,19.78,19.86,18.39,18.71,205.0595,204.2105,-3.4916,-0.7823,-2.7092,14.9032,29.2405,45.5709,9.0124,-109.8116,98.3333,1.6667,185.2404,205.0595,224.8786,17613859.0882,261274571
"1544",1544,2016-11-08,193.79,197.49,191.26,194.94,194.94,3267580,0,1,18.92,19.91,17.7,18.74,204.5487,203.9066,-3.2271,-0.4143,-2.8128,31.4579,54.509,46.0698,8.7572,-91.3795,96.6667,0,185.3008,204.5487,223.7965,18206534.1123,264542151
"1545",1545,2016-11-09,186.875,192,183.95,190.06,190.06,8173065,0,1,20.7,21.48,14.33,14.38,203.9895,203.4526,-3.3724,-0.4477,-2.9247,48.0081,60.2748,44.8895,8.7877,-141.9726,100,8.3333,185.0422,203.9895,222.9368,22440283.311,256369086
"1546",1546,2016-11-10,191.05,191.61,180.42,185.35,185.35,6750341,0,1,14.01,16.3,13.26,14.74,203.358,202.8591,-3.8236,-0.7191,-3.1045,55.138,50.6301,43.7884,8.939,-166.0983,100,6.6667,184.4937,203.358,222.2223,21637963.9607,249618745
"1547",1547,2016-11-11,184.24,188.88,183,188.56,188.56,3988504,0,1,14.83,16,14.15,14.17,202.7755,202.3902,-3.8774,-0.6183,-3.2591,50.4897,40.5642,44.7281,9.0852,-155.4343,98.3333,5,184.2814,202.7755,221.2696,25192345.0764,253607249
"1548",1548,2016-11-14,188,188.25,178.19,181.45,181.45,6552205,0,1,14.69,15.56,14.39,14.48,202.0497,201.7037,-4.4425,-0.9468,-3.4958,40.7824,31.1528,43.105,9.3873,-192.1216,100,3.3333,183.6836,202.0497,220.4157,22886698.3865,247055044
"1549",1549,2016-11-15,182.78,186.43,182.05,183.77,183.77,3902018,0,1,14.16,14.65,13.3,13.37,201.397,201.1157,-4.6496,-0.9231,-3.7265,35.5704,34.9942,43.7819,9.6794,-174.2125,98.3333,1.6667,183.2636,201.397,219.5304,22049278.9984,250957062
"1550",1550,2016-11-16,182.65,184.73,181.21,183.93,183.93,3434437,0,1,13.51,14.49,13.51,13.72,200.7152,200.5522,-4.7461,-0.8157,-3.9305,33.1677,33.3562,43.8288,9.9898,-176.3478,96.6667,0,183.0896,200.7152,218.3408,23922608.2711,254391499
"1551",1551,2016-11-17,183.49,189.49,182.1101,188.66,188.66,4887067,0,1,13.37,13.55,12.97,13.35,200.1492,200.1623,-4.3903,-0.3679,-4.0224,42.3204,58.6108,45.2024,10.0641,-138.3103,95,0,183.2057,200.1492,217.0926,27710401.4029,259278566
"1552",1552,2016-11-18,190.65,193,185,185.02,185.02,5210347,0,1,13.56,13.74,12.85,12.85,199.5502,199.6658,-4.3519,-0.2636,-4.0883,50.8273,60.5148,44.3536,9.9803,-125.7634,93.3333,0,183.0568,199.5502,216.0436,22526106.1379,254068219
"1553",1553,2016-11-21,185.04,188.89,184.41,184.52,184.52,4361043,0,1,13.27,13.44,12.16,12.42,198.959,199.1693,-4.3121,-0.179,-4.1331,58.2471,55.6157,44.2375,9.9214,-139.0675,91.6667,0,182.9015,198.959,215.0165,18379221.4995,249707176
"1554",1554,2016-11-22,185.84,191.47,183.71,191.17,191.17,5603361,0,1,12.26,12.83,12.2,12.41,198.5585,198.907,-3.7013,0.3454,-4.0467,56.3402,52.8902,46.1433,9.751,-105.5465,90,0,182.9489,198.5585,214.1681,23549332.9376,255310537
"1555",1555,2016-11-23,190.61,195.644,189,193.14,193.14,4891893,0,1,12.34,13.01,12.19,12.43,198.2552,198.7179,-3.0234,0.8187,-3.8421,57.7299,64.6838,46.6921,9.4405,-62.706,88.3333,0,182.9464,198.2552,213.5639,24753899.0045,260202430
"1556",1556,2016-11-25,193.64,197.2372,193.64,196.65,196.65,2366098,0,1,12.52,12.74,12.31,12.34,197.9992,198.6501,-2.1778,1.3314,-3.5092,68.262,87.2119,47.6586,9.2046,-25.8611,86.6667,36.6667,183.1111,197.9992,212.8872,26347522.4434,262568528
"1557",1557,2016-11-28,195.48,199.35,194.55,196.12,196.12,4529182,0,1,13.4,13.5,12.74,13.15,197.9217,198.5671,-1.5328,1.5811,-3.1139,79.1325,85.5018,47.5263,9.0609,-15.5808,85,35,183.0437,197.9217,212.7997,24781180.335,258039346
"1558",1558,2016-11-29,195.56,196.73,189.5,189.57,189.57,4439256,0,1,13.07,13.55,12.62,12.9,197.7848,198.2722,-1.5325,1.2652,-2.7976,81.1796,70.825,45.9239,8.8062,-65.6424,83.3333,33.3333,182.7539,197.7848,212.8157,20427885.0321,253600090
"1559",1559,2016-11-30,191,191.89,187.5,189.4,189.4,3547104,0,1,12.6,13.42,12.23,13.33,197.561,197.9813,-1.5283,1.0154,-2.5438,66.87,44.2832,45.8831,8.6389,-87.4838,81.6667,31.6667,182.4376,197.561,212.6844,19951167.1825,250052986
"1560",1560,2016-12-01,188.25,188.53,181,181.88,181.88,5126401,0,1,13.4,14.72,13.05,14.07,197.2305,197.4534,-2.1075,0.349,-2.4565,44.8469,19.4325,44.1185,8.7173,-142.0694,80,30,181.6252,197.2305,212.8358,16022968.8066,244926585
"1561",1561,2016-12-02,182.88,184.88,180,181.47,181.47,4042324,0,1,14.16,14.48,12.39,14.12,196.9657,196.9293,-2.57,-0.0908,-2.4792,24.397,9.4754,44.0246,8.8279,-150.5737,78.3333,28.3333,180.8472,196.9657,213.0841,14415979.3476,240884261
"1562",1562,2016-12-05,182.51,188.89,182.51,186.8,186.8,4072239,0,1,13.75,13.77,12.14,12.14,196.8378,196.5972,-2.4779,0.0011,-2.479,15.5291,17.6794,45.5561,8.7611,-106.5133,76.6667,26.6667,180.5218,196.8378,213.1539,15820199.6925,244956500
"1563",1563,2016-12-06,185.52,186.58,182.6825,185.85,185.85,3391622,0,1,12.19,12.3,11.54,11.79,196.6303,196.2448,-2.4533,0.0205,-2.4738,19.8786,32.4812,45.3313,8.6964,-111.2106,75,25,180.079,196.6303,213.1817,17941323.137,241564878
"1564",1564,2016-12-07,186.15,193.4,185,193.15,193.15,5461851,0,1,11.59,12.24,11.33,12.22,196.582,196.1434,-1.8237,0.5201,-2.3438,37.6069,62.6603,47.3612,8.4573,-57.7435,73.3333,23.3333,180.0072,196.582,213.1568,23078063.9584,247026729
"1565",1565,2016-12-08,192.05,192.5,189.54,192.29,192.29,3194148,0,1,12.1,13.4,11.3,12.64,196.5133,196.017,-1.3782,0.7724,-2.1507,58.2751,79.6839,47.1515,8.2261,-47.7326,71.6667,21.6667,179.9022,196.5133,213.1245,25818988.2557,243832581
"1566",1566,2016-12-09,190.87,193.836,190.81,192.18,192.18,2722505,0,1,12.59,12.72,11.67,11.75,196.376,195.8912,-1.0223,0.9027,-1.925,78.0291,91.7432,47.1243,8.0555,-38.7659,70,20,179.7601,196.376,212.9919,25561672.8459,241110076
"1567",1567,2016-12-12,192.8,194.42,191.04,192.43,192.43,2438876,0,1,12.23,12.78,12.07,12.64,196.1598,195.7777,-0.7119,0.9705,-1.6824,86.0469,86.7137,47.1946,7.9139,-34.0763,68.3333,18.3333,179.6822,196.1598,212.6374,25128736.2779,243548952
"1568",1568,2016-12-13,193.18,201.28,193,198.15,198.15,6823884,0,1,12.46,13.42,12.34,12.72,196.0233,195.8555,-0.0042,1.3425,-1.3467,87.1743,83.0662,48.7784,8.0361,12.3758,66.6667,16.6667,179.7509,196.0233,212.2958,26793500.2489,250372836
"1569",1569,2016-12-14,198.74,203,196.76,198.69,198.69,4150927,0,1,12.88,13.39,12.48,13.19,195.9242,195.9485,0.5933,1.5521,-0.9587,82.3487,77.2663,48.9255,8.2147,32.6755,65,15,179.7911,195.9242,212.0573,25210294.1175,254523763
"1570",1570,2016-12-15,198.41,200.74,197.39,197.58,197.58,3219567,0,1,13.07,13.24,12.46,12.79,195.7968,196.0019,0.9662,1.5399,-0.5737,76.1431,68.0968,48.6336,8.3874,25.256,63.3333,13.3333,179.8396,195.7968,211.7541,22355931.7324,251304196
"1571",1571,2016-12-16,198.08,202.59,197.6,202.49,202.49,3796889,0,1,12.88,12.95,12.15,12.2,195.7312,196.2147,1.639,1.7702,-0.1312,72.8157,73.0841,49.9762,8.6209,49.0713,61.6667,11.6667,179.9177,195.7312,211.5446,26000640.8126,255101085
"1572",1572,2016-12-19,202.49,204.45,199.84,202.73,202.73,3488071,0,1,12.5,12.52,11.67,11.71,195.6525,196.4283,2.1666,1.8382,0.3284,73.3105,78.7504,50.0411,8.9128,64.9571,60,10,180.0272,195.6525,211.2778,26885899.613,258589156
"1573",1573,2016-12-20,203.05,209,202.5,208.79,208.79,4689071,0,1,11.65,11.75,11.38,11.45,195.6492,196.8336,3.0386,2.1682,0.8704,81.6113,92.9994,51.652,9.3491,109.7329,58.3333,8.3333,180.0351,195.6492,211.2632,31271984.4868,263278227
"1574",1574,2016-12-21,208.45,212.23,207.41,207.7,207.7,5207622,0,1,11.44,11.49,10.93,11.27,195.6807,197.1899,3.6003,2.1839,1.4164,85.3318,84.2456,51.3491,9.8736,132.0771,56.6667,6.6667,179.9774,195.6807,211.3839,26691005.798,258070605
"1575",1575,2016-12-22,208.22,209.99,206.5,208.45,208.45,3111108,0,1,11.32,11.67,11.14,11.43,195.717,197.559,4.0592,2.1142,1.9449,85.9618,80.6405,51.5479,10.3331,123.3648,55,5,179.9062,195.717,211.5278,27056494.1304,261181713
"1576",1576,2016-12-23,208,213.45,207.71,213.34,213.34,4670464,0,1,11.38,11.81,11.35,11.44,195.9277,198.0765,4.7625,2.254,2.5085,81.943,80.9429,52.826,10.8864,150.3443,53.3333,3.3333,179.5309,195.9277,212.3244,31547950.7994,265852177
"1577",1577,2016-12-27,214.88,222.25,214.42,219.53,219.53,5915732,0,1,12.26,12.33,11.84,11.99,196.186,198.7799,5.7531,2.5957,3.1574,82.7036,86.5274,54.3753,11.668,210.0157,51.6667,100,178.8266,196.186,213.5454,33353646.7739,271767909
"1578",1578,2016-12-28,221.53,223.8,217.2,219.74,219.74,3782456,0,1,11.89,13.04,11.85,12.95,196.2867,199.4671,6.4803,2.6584,3.822,84.9292,87.3171,54.4269,12.4631,219.1343,50,100,178.4585,196.2867,214.1149,32482535.6951,275550365
"1579",1579,2016-12-29,218.56,219.2,214.1225,214.68,214.68,4044968,0,1,13.15,13.71,12.95,13.37,196.3412,199.9659,6.5726,2.2005,4.3721,81.2863,70.0143,52.9582,13.0697,177.5402,48.3333,98.3333,178.3095,196.3412,214.3728,29325827.5316,271505397
"1580",1580,2016-12-30,216.3,217.5,211.68,213.69,213.69,4642620,0,1,13.2,14.68,13.05,14.04,196.4283,200.4158,6.4911,1.6952,4.7959,70.3306,53.6603,52.6754,13.5314,159.8085,46.6667,96.6667,178.1149,196.4283,214.7418,27889965.6759,266862777
"1581",1581,2017-01-03,214.86,220.33,210.96,216.99,216.99,5923254,0,1,14.07,14.07,12.85,12.85,196.6948,200.9592,6.6164,1.4564,5.16,55.8262,43.8039,53.5169,14.0584,168.5862,45,95,177.6714,196.6948,215.7183,29590451.6162,272786031
"1582",1582,2017-01-04,214.75,228,214.31,226.99,226.99,11213471,0,1,12.78,12.8,11.63,11.85,197.2012,201.8127,7.437,1.8216,5.6154,52.2882,59.4004,55.9316,14.7683,214.2516,43.3333,100,176.6573,197.2012,217.7451,39149341.7966,283999502
"1583",1583,2017-01-05,226.42,227.48,221.95,226.75,226.75,5911695,0,1,11.96,12.09,11.4,11.67,197.6312,202.6303,7.976,1.8885,6.0875,60.3681,77.8999,55.8608,15.4546,218.8046,41.6667,98.3333,175.7546,197.6312,219.5077,43500263.7948,278087807
"1584",1584,2017-01-06,226.93,230.31,225.45,229.01,229.01,5527893,0,1,11.7,11.74,10.98,11.32,198.113,203.4952,8.4876,1.9201,6.5675,76.88,93.3396,56.3896,16.188,224.442,40,100,174.813,198.113,221.413,46070847.7824,283615700
"1585",1585,2017-01-09,228.97,231.92,228,231.28,231.28,3979484,0,1,11.71,12.08,11.46,11.56,198.6092,204.4062,8.9729,1.9243,7.0486,88.5123,94.2975,56.9169,16.9361,223.8554,38.3333,100,173.8206,198.6092,223.3978,48750908.4355,287595184
"1586",1586,2017-01-10,232,232,226.89,229.87,229.87,3659955,0,1,11.59,11.79,11.31,11.49,199.103,205.2411,9.1383,1.6718,7.4665,93.4554,92.7292,56.4855,17.5982,202.2598,36.6667,100,173.0555,199.103,225.1505,49359707.2124,283935229
"1587",1587,2017-01-11,229.07,229.98,226.68,229.73,229.73,3650825,0,1,11.56,12.23,11.21,11.26,199.6567,206.044,9.1526,1.3489,7.8038,91.4888,87.4396,56.4423,18.2265,183.6129,35,98.3333,172.466,199.6567,226.8473,52457376.9094,280284404
